Customer_ID,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
CUS_0x4e53,Eduardo Garciam,26,174-15-1334,Musician,"44768,54","3535,71166666667",3,6,1,1,Debt Consolidation Loan,"8,75","9,125","3,6725",1,Standard,"127,38","32,7708182507299","19,0119047619048",No,"20,8354584807824","220,684120752108",High_spent_Small_value_payments,"365,539928484793",1
CUS_0x4e55,Jasonp,"51,125",653-19-8238,Writer,"68629,6","5540,13333333333",6,5,14,1,Personal Loan,"22,625","11,1666666666667","4,25",0,Standard,"1323,17","33,9547425585582","20,3690476190476",Yes,"38,679037924165","230,080119311258",Low_spent_Large_value_payments,"549,004176097911",1
CUS_0x4e5c,Gellers,"39,4285714285714",725-33-0579,Musician,"104273,04","8980,42",1,7,6,2,"Auto Loan, and Student Loan","5,125","1,875","3,43",2,Good,"658,75","34,514629074246","22,5416666666667",No,"100,628916251633","273,570038125995",High_spent_Large_value_payments,"757,16927907626",2
CUS_0x4e5e,Piersong,"27,75",269-02-3845,Journalist,"14293,345","897,112083333333",8,5,10,5,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Not Specified, and Auto Loan","15,875","11,6666666666667","19,59",4,Standard,"310,51","31,867132764287","6,75",Yes,"59,4246628805762","56,6608032764189",Low_spent_Medium_value_payments,"245,964104878246",1
CUS_0x4e5f,Himank Sharmad,"37,4285714285714",682-27-7124,Writer,"39066,64","3213,55333333333",3,1,8,2,"Payday Loan, and Home Equity Loan","10,375","0,75","2,735","4,25",Good,"6,84","34,5100642738179","22,3452380952381",No,"34,3011293296229","111,469824410547",High_spent_Medium_value_payments,"424,254240150434",2
CUS_0x4e60,Lawderr,"40,25",448-66-2016,Mechanic,"17379,88","1657,32333333333",7,7,22,9,"Student Loan, Debt Consolidation Loan, Payday Loan, Student Loan, Mortgage Loan, Student Loan, Not Specified, Auto Loan, and Credit-Builder Loan",27,"19,625","6,85",6,Bad,"2383,67","35,2930052511317","17,625",Yes,"78,266119942262","80,8042612871204",Low_spent_Small_value_payments,"267,048105924823",0
CUS_0x4e66,Indulalz,"50,875",103-53-8971,Media_Manager,"85471,89","7179,6575",4,5,3,0,,"11,5","10,25","4,06666666666667","2,5",Good,"232,67","34,0350427056033","22,9583333333333",No,0,"385,130647657676",Low_spent_Large_value_payments,"587,465246241871",2
CUS_0x4e6a,Judy Huaa,53,200-08-4652,Media_Manager,"21963,845","1662,32041666667",2,5,12,4,"Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, and Student Loan",0,7,"6,475","3,5",Good,"902,69","33,579281043209","22,9047619047619",No,"38,0734270100628","106,87443588451",Low_spent_Large_value_payments,"292,974697571099",0
CUS_0x4e6e,Vlastelicad,"53,75",758-72-3397,Scientist,"65598,44","5593,53666666667",1,3,11,1,Credit-Builder Loan,"6,125","2,14285714285714","5,59","2,5",Good,"306,98","32,9830699991778","32,8571428571429",No,"33,1060602900417","187,137868681869",High_spent_Medium_value_payments,"595,141484777753",2
CUS_0x4e71,Danielm,19,147-57-4171,Architect,"120539,8","9512,35089399609",6,4,10,0,,"27,375","9,625","3,3375",1,Standard,"318,21","35,0548582372722","21,125",No,"337,270274585776","560,409495026199",High_spent_Large_value_payments,"711,038838307135",1
CUS_0x4e73,Yantoultra Nguic,47,493-46-7198,Developer,"113192,68","9376,72333333333",3,7,3,0,,"-0,5","2,42857142857143","6,15",2,Good,"1179,64","35,0020798624125","18,7380952380952",No,0,"400,908023250096",High_spent_Large_value_payments,"801,764310083238",0
CUS_0x4e7a,Rodrigo Camposi,"46,5",519-19-0998,Developer,"133214,25","11166,1875",3,3,2,3,"Credit-Builder Loan, Not Specified, and Not Specified",10,"11,3333333333333","9,48","3,5",Good,"68,18","35,3001322849494","19,0119047619048",No,"309,157252042269","377,467704449972",High_spent_Large_value_payments,"746,030945522749",2
CUS_0x4e7d,Oleg Vukmanovicb,"33,875",452-35-7319,Lawyer,"17039,16","1196,93",3,4,10,7,"Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Not Specified, Auto Loan, Credit-Builder Loan, and Debt Consolidation Loan","27,625",10,"16,46",8,Standard,"1056,19","30,1960893146202","11,6428571428571",Yes,"87,4271722241383","93,644013766813",Low_spent_Small_value_payments,"225,341084106782",1
CUS_0x4e80,Amran Abocarq,"33,375",940-30-7729,Accountant,"82647,69","6967,3075",3,4,9,3,"Home Equity Loan, Mortgage Loan, and Home Equity Loan","26,875","11,2857142857143","16,945",7,Standard,"1485,52","32,6541452269097","15,0833333333333",Yes,"186,255391783148","279,962136624551",High_spent_Large_value_payments,"491,763221592301",1
CUS_0x4e89,Vladimir Soldatkinq,35,493-21-3126,Accountant,"34087,65","2900,6375",5,3,8,3,"Payday Loan, Mortgage Loan, and Personal Loan","29,75","12,625","18,2","6,42857142857143",Standard,"720,66","31,1031438389879","19,1190476190476",Yes,"83,61486442201","171,654869866",Low_spent_Large_value_payments,"302,29401571199",1
CUS_0x4e8b,Sarahy,44,961-90-2351,Journalist,"14976,45","1495,0375",7,6,16,0,,"28,375","20,3333333333333","14,21",3,Standard,"69,51","31,5735375050673","27,6904761904762",Yes,0,"129,638158437419",Low_spent_Small_value_payments,"297,403448204222",1
CUS_0x4e8c,Diane Bartzq,"18,625",727-92-1514,Developer,"13754,5","1261,20833333333",4,3,5,6,"Student Loan, Not Specified, Personal Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan","5,125","10,3333333333333","17,225",8,Standard,"39,59","31,5629969938675","6,875",Yes,"61,0123217864506","75,8055219234263",Low_spent_Small_value_payments,"270,56835416445",1
CUS_0x4e8f,Scottn,"27,75",555-73-2915,Entrepreneur,"40735,3","3202,60833333333",9,7,26,3,"Student Loan, Home Equity Loan, and Auto Loan","25,25","15,75","5,7625",10,Bad,"1774,12","35,0223436507969","11,4027777777778",Yes,"98,8651927994721","139,420074957793",High_spent_Large_value_payments,"338,225565576069",0
CUS_0x4e94,Katyaq,47,936-14-9340,Engineer,"38533,76","3412,14666666667",4,3,1,0,,15,"8,5","0,992857142857143","4,25",Good,"431,41","30,9396133608299","30,2083333333333",No,0,"133,886352304617",High_spent_Large_value_payments,"469,53957754902",0
CUS_0x4e95,Lauram,"41,125",921-95-7248,Developer,"127928,68","10479,7233333333",2,6,12,4,"Mortgage Loan, Auto Loan, Not Specified, and Not Specified","26,125","7,57142857142857",8,3,Good,"1361,41","32,193393744002","16,5595238095238",No,"240,77193266375","495,653605442222",High_spent_Medium_value_payments,"686,617594400323",0
CUS_0x4e97,Danielh,"50,375",215-67-2608,Media_Manager,"82929,96","6872,83",1,7,6,1,Personal Loan,"0,375","9,125","6,35",2,Good,"735,59","33,2159494812125","25,1666666666667",No,"68,5168685823435","241,562923055185",High_spent_Medium_value_payments,"603,346159996535",0
CUS_0x4e9c,Jonasp,"28,5",049-89-7426,Musician,"23550,47","1922,53916666667",4,6,15,4,"Payday Loan, Student Loan, Personal Loan, and Payday Loan","15,625","14,5714285714286","14,475","4,5",Standard,"937,64","32,8683555089993","21,4583333333333",Yes,"63,2429143067715","126,44544259485",Low_spent_Large_value_payments,"273,815559765045",1
CUS_0x4ea4,Sobczakw,"35,5",826-95-8297,Lawyer,"36729,93","3135,8275",2,1,12,0,,"2,5","11,5","7,39","2,125",Good,"921,03","33,5429818818572","27,9583333333333",No,0,"160,478504662306",High_spent_Medium_value_payments,"421,854245337694",1
CUS_0x4ea5,Schnurrk,"45,1666666666667",407-67-3737,Mechanic,"19951,765","1592,64708333333",1,1,12,2,"Personal Loan, and Mortgage Loan","9,875","6,42857142857143","2,2925","3,125",Good,"1463,07","31,2163042191026","32,9583333333333",No,"28,2130581526152","136,67338815332",Low_spent_Small_value_payments,"275,628262027398",2
CUS_0x4ea9,Norihiko Shirouzuz,"40,25",638-99-6164,Entrepreneur,"36716,18","2789,68166666667",8,7,32,5,"Student Loan, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, and Debt Consolidation Loan","59,375",16,"10,2685714285714",10,Bad,"3124,9","33,2938645735256","13,5357142857143",Yes,"94,4168253284305","132,019132175987",High_spent_Small_value_payments,"305,940483549989",0
CUS_0x4eab,Phil Wahbaa,"45,875",111-56-9101,Lawyer,"15682,145","1412,84541666667",3,4,4,1,Auto Loan,13,"10,75","2,425",3,Good,"1249,34","33,8253283557943","22,6547619047619",No,"8,48526686338305","108,717790283705",Low_spent_Small_value_payments,"304,081484519579",0
CUS_0x4ead,erniej,"41,125",006-00-9957,Accountant,"10412,225","761,685416666667",8,7,10,3,"Home Equity Loan, Not Specified, and Mortgage Loan","15,625","12,375","10,38","5,85714285714286",Standard,"4,5","32,2543725114994","29,8928571428571",Yes,"18,836913580533","50,1452975483276",Low_spent_Small_value_payments,"276,233449211825",1
CUS_0x4eae,Edward Taylorf,37,604-40-9551,Engineer,"44968,15","3528,34583333333",1,5,2,0,,"11,25","10,3333333333333","2,595","5,25",Good,"871,85","33,6477896326309","16,0833333333333",No,0,"159,341939744194",High_spent_Large_value_payments,"449,174830551579",2
CUS_0x4eb3,Millikenu,50,988-54-9029,Entrepreneur,"65544,12","5311,01",3,3,10,2,"Student Loan, and Debt Consolidation Loan",7,"0,25","8,075",1,Good,"1357,63","31,9930599747555","17,8333333333333",No,"71,7168933311567","288,968275358262",High_spent_Small_value_payments,"432,915831310582",1
CUS_0x4eb4,Michael Avokf,21,955-76-5444,Journalist,"30197,28","2594,44",5,7,14,4,"Home Equity Loan, Mortgage Loan, Payday Loan, and Home Equity Loan","19,625","12,75","18,5",5,Standard,"811,08","34,7678320773261","10,8333333333333",Yes,"57,0810377085857","121,246091532493",Low_spent_Small_value_payments,"359,148048760386",1
CUS_0x4eb6,Leahi,45,930-91-3174,Media_Manager,"134563,36","11153,6133333333",6,7,10,4,"Student Loan, Mortgage Loan, Credit-Builder Loan, and Debt Consolidation Loan","30,125","17,875","16,495","5,85714285714286",Standard,"402,25","32,9197615718613","17,4583333333333",Yes,"356,331540791572","303,349151703414",High_spent_Large_value_payments,"709,430640838348",1
CUS_0x4ebb,Poornima Guptaz,43,494-02-8633,Scientist,"67583,2","5884,93333333333",8,8,18,8,"Debt Consolidation Loan, Payday Loan, Not Specified, Home Equity Loan, Home Equity Loan, Payday Loan, Payday Loan, and Not Specified","52,75","15,2857142857143","8,975","16,375",Bad,"4097,99","33,0166064251111","6,20833333333333",Yes,"401,344486182328","184,675677302626",High_spent_Medium_value_payments,"303,672204954561",0
CUS_0x4ebf,ewichn,"44,25",372-76-7434,Journalist,"63382,56","4996,88",10,9,24,7,"Not Specified, Home Equity Loan, Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, and Mortgage Loan",28,"8,28571428571429","8,845","9,125",Standard,"2441,01","31,4718703534322","11,5416666666667",Yes,"353,029798346222","216,872690112285",High_spent_Large_value_payments,"224,650494672994",0
CUS_0x4ec5,Alistairo,"55,125",747-39-2384,Scientist,"71716,56","5694,38",3,6,5,4,"Debt Consolidation Loan, Home Equity Loan, Student Loan, and Credit-Builder Loan","21,375","12,625","2,8","3,75",Good,"930,3","32,9653667494179","28,9166666666667",No,"234,281704579733","317,502306003178",High_spent_Medium_value_payments,"285,15398941709",1
CUS_0x4ec9,Luciag,"30,2857142857143",912-23-3911,Engineer,"36993,43","3348,78583333333",0,4,2,2,"Auto Loan, and Student Loan","9,625","5,5","3,3","0,25",Good,"1357,79","31,0932743372658","25,1666666666667",No,"37,6420680526203","185,307597356124",Low_spent_Small_value_payments,"388,178917924589",1
CUS_0x4eca,Wroughtonu,"20,125",572-29-0912,Scientist,"93143,58","7584,965",4,4,10,5,"Debt Consolidation Loan, Student Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan","19,5","20,625","13,3842857142857",7,Standard,"1354,48","29,9500865971309","7,54761904761905",Yes,"261,989500665567","304,787403298432",High_spent_Medium_value_payments,"426,761792147883",1
CUS_0x4ed2,Schuetzek,"22,125",442-26-8125,Lawyer,"88290,45","7323,5375",4,7,12,1,Payday Loan,"14,125","16,2857142857143","1,91428571428571",1,Standard,"412,4","35,7032872197389","19,0833333333333",No,"56,6153832314409","333,995102470871",High_spent_Large_value_payments,"632,992202857013",1
CUS_0x4ed5,Jadhav Swatip,"21,7142857142857",643-76-6748,Doctor,"29180,37","2409,6975",4,4,4,2,"Personal Loan, and Mortgage Loan","27,25","17,7142857142857","4,515","3,5",Good,"363,07","28,7497204452214","30,9722222222222",No,"43,7693369421925","127,755593562987",Low_spent_Large_value_payments,"321,547431965286",1
CUS_0x4edb,Jonathan Stempele,48,419-12-1965,Lawyer,"14303,125","1056,92708333333",5,3,20,3,"Student Loan, Debt Consolidation Loan, and Mortgage Loan",22,"10,5714285714286","11,18",5,Standard,"819,71","33,471953294723","27,625",No,"27,7462536700574","82,5852713041437",Low_spent_Small_value_payments,"280,225863569966",1
CUS_0x4edc,Katya Wachtelj,"23,125",237-56-3090,Architect,"66693,51","5572,7925",8,5,8,4,"Payday Loan, Not Specified, Debt Consolidation Loan, and Mortgage Loan",20,"13,8571428571429","3,755","1,25",Good,"278,35","33,9070796725175","26,7083333333333",No,"132,649235789192","232,626301195554",High_spent_Large_value_payments,"447,003713015254",2
CUS_0x4ee1,Wohlb,"15,2857142857143",529-25-9023,Entrepreneur,"62679,87","5375,3225",8,8,17,2,"Not Specified, and Mortgage Loan","33,75","19,375","2,78571428571429",6,Bad,"2172,76","30,9206298410829","15,75",Yes,"100,102600893988","248,775476625315",Low_spent_Large_value_payments,"456,154172480697",1
CUS_0x4ee4,Nichola Groomw,31,498-04-7341,Mechanic,"36210,3","3029,525",9,8,30,4,"Auto Loan, Credit-Builder Loan, Mortgage Loan, and Auto Loan","53,625","17,75","4,18",8,Bad,"1744,57","30,9796259026446","19,047619047619",Yes,"106,039477221251","176,181727587314",Low_spent_Small_value_payments,"267,248073335747",0
CUS_0x4ee5,Erik Kirschbaumw,"31,4285714285714",009-33-0735,Lawyer,"75988,68","6419,39",0,3,9,4,"Personal Loan, Auto Loan, Personal Loan, and Student Loan","14,25",3,"11,135",1,Good,"1241,25","30,2452916318783","33,1111111111111",No,"162,199083069809","167,177912434048",High_spent_Large_value_payments,"563,812004496143",1
CUS_0x4ee6,Jana Mlcochovaa,41,663-89-8509,Engineer,"50649,6","4431,8",3,5,23,6,"Home Equity Loan, Auto Loan, Student Loan, Student Loan, Personal Loan, and Debt Consolidation Loan","18,5","10,2857142857143","8,955",8,Standard,"2060,05","32,5481936880727","18,202380952381",Yes,"184,661165698439","204,028559519852",High_spent_Medium_value_payments,"328,316389901052",0
CUS_0x4ee7,Solarinal,37,999-01-9823,Engineer,"128502,39","10530,5325",1,4,11,0,,"3,5","6,25","10,78","6,125",Good,"1422,93","36,1356030457036","21,6333333333333",No,0,"489,974079029764",High_spent_Large_value_payments,"824,329170970236",2
CUS_0x4ee9,Dayw,21,603-95-6149,Media_Manager,"35329,84","2819,15333333333",4,2,6,1,Personal Loan,"2,5",1,"4,75","3,875",Good,"898,38","29,4767394747994","30,4583333333333",No,"15,141196792499","115,465756013304",High_spent_Medium_value_payments,"412,55838052753",2
CUS_0x4eea,Ryan Vlastelicai,43,316-42-8917,Mechanic,"35205,24","3025,77",3,7,6,1,Mortgage Loan,"8,625","5,85714285714286","6,35","1,25",Good,"851,4","31,6013070222988","17,4583333333333",No,"23,2354298202523","183,729472099305",Low_spent_Large_value_payments,"371,862098080443",1
CUS_0x4eef,Emmap,47,328-98-9359,Doctor,"33022,95","2975,9125",3,5,3,0,,"9,375","3,75","10,27","0,25",Good,"320,54","37,3237602166134","19,375",No,0,"147,789818016295",High_spent_Medium_value_payments,"411,051431983705",0
CUS_0x4ef0,Rigbyx,21,797-45-1666,Accountant,"7177,535","412,127916666667",9,9,16,5,"Payday Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, and Not Specified","45,25","15,7142857142857","7,48","11,75",Standard,"1339,34","33,5920687383752","6,03571428571429",Yes,"22,0842809937468","33,3026908569137",Low_spent_Small_value_payments,"268,13711365177",0
CUS_0x4ef1,Karen Jacobse,32,509-25-5550,Musician,"113666,08","9637,17333333333",8,7,8,4,"Personal Loan, Mortgage Loan, Auto Loan, and Credit-Builder Loan","15,875","17,625","18,45","6,14285714285714",Standard,"883,26","35,2170317044611","19,9583333333333",Yes,"353,560936381693","375,205888836269",High_spent_Large_value_payments,"573,745857057682",1
CUS_0x4ef2,Hughesq,48,342-22-4742,Developer,"57080,22","4598,685",6,4,3,3,"Mortgage Loan, Personal Loan, and Payday Loan","6,125","9,14285714285714","1,4375",0,Good,"553,43","31,4022493585588",23,No,"116,530746894744","274,863703351606",Low_spent_Small_value_payments,"340,974049753651",2
CUS_0x4ef6,Danx,"38,875",164-29-1651,Scientist,"31372,54","2741,37833333333",8,6,28,7,"Auto Loan, Debt Consolidation Loan, Student Loan, Student Loan, Payday Loan, Credit-Builder Loan, and Auto Loan","23,25","15,5714285714286","20,07",11,Bad,"3231,08","28,7832319888264","2,15476190476191",Yes,"121,959801074717","147,885243582389",Low_spent_Small_value_payments,"282,493314271906",0
CUS_0x4ef9,Valentinaz,"48,875",925-98-4955,Teacher,"17039,415","1616,95125",2,5,4,0,,"7,875","4,375","2,8025","4,14285714285714",Good,"1373,74","33,9301139073187","16,1527777777778",No,0,"104,351134339001",Low_spent_Small_value_payments,"339,843990660999",1
CUS_0x4efc,Greg Roumeliotisz,"36,5",981-75-4926,Musician,"18350,255","1399,18791666667",5,6,19,5,"Not Specified, Personal Loan, Auto Loan, Personal Loan, and Mortgage Loan",27,"17,875","7,75","5,5",Standard,"505,97","31,4215469631091","10,5416666666667",Yes,"58,1780247322403","80,2128815346266",Low_spent_Small_value_payments,"275,2778853998",1
CUS_0x4f00,Jessica Wohlo,24,239-64-7715,Developer,"82616,56","7053,71333333333",6,7,5,4,"Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Debt Consolidation Loan","25,75","16,5","3,5425",1,Standard,"1204,38","35,2163684490734","26,6547619047619",No,"146,590563259381","395,265069304307",High_spent_Large_value_payments,"532,992046049268",1
CUS_0x4f01,Selam Gebrekidank,"28,4285714285714",729-37-0827,Lawyer,"31241,2","2719,43333333333",6,8,17,5,"Mortgage Loan, Not Specified, Auto Loan, Student Loan, and Student Loan","49,375","25,4285714285714","9,785",6,Bad,"2176,5","32,8893229793554","9,125",Yes,"122,067359321164","153,954119579191",Low_spent_Small_value_payments,"264,671854432979",0
CUS_0x4f04,Suvashree Deyw,"38,5",546-04-1407,Mechanic,"72241,02","5751,085",8,4,4,1,Payday Loan,"29,5","12,2857142857143","0,67","5,5",Good,"843,44","34,3794990074282","29,0972222222222",No,"39,8083282635641","318,193118071601",High_spent_Small_value_payments,"489,526533674173",2
CUS_0x4f05,Ian Chuav,"17,25",089-63-1676,Musician,"33390,92","3068,57666666667",7,10,19,9,"Payday Loan, Student Loan, Home Equity Loan, Not Specified, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Auto Loan, and Home Equity Loan","48,875","16,75","23,73",11,Bad,"3513,91","30,9188917569874","13,4583333333333",Yes,"178,09205588997","208,252327746721",Low_spent_Large_value_payments,"186,763283029975",0
CUS_0x4f07,Jeremy Gauntw,20,435-68-3780,Lawyer,"26460,7","2295,05833333333",6,6,10,4,"Student Loan, Payday Loan, Personal Loan, and Home Equity Loan","15,5","19,4285714285714","15,21","4,625",Standard,"1378,46","29,9078027586274","30,7083333333333",Yes,"49,0362574680011","159,204503694268",High_spent_Medium_value_payments,"292,515072171064",1
CUS_0x4f0a,McCooll,19,471-82-7068,Journalist,"7282,885","568,907083333333",7,7,24,7,"Home Equity Loan, Not Specified, Home Equity Loan, Personal Loan, Student Loan, Not Specified, and Home Equity Loan","44,875","16,875","9,77",6,Bad,"3900,85","30,8714239840351","6,70833333333333",Yes,"34,0031784561759","44,2426935369179",Low_spent_Small_value_payments,"261,551345399744",0
CUS_0x4f0d,Christiew,"30,375",462-09-7916,Manager,"30616,07","2813,33916666667",1,2,3,0,,"4,75","2,25","10,235",3,Good,"1244,22","32,6441624601693","28,8452380952381",No,0,"162,862573985813",High_spent_Small_value_payments,"384,634064972663",2
CUS_0x4f10,Andreak,"22,25",123-72-1445,Manager,"70778,4","5849,2",9,5,18,7,"Mortgage Loan, Personal Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Mortgage Loan, and Payday Loan","17,375","22,6666666666667","28,23",6,Bad,"4060,01","32,4438488397746","14,125",Yes,"239,64635759054","273,74597068662",High_spent_Medium_value_payments,"356,961325841068",0
CUS_0x4f13,Cyril Altmeyerk,"27,25",923-13-7813,Lawyer,"63635,12","5476,92666666667",3,4,2,2,"Credit-Builder Loan, and Personal Loan","12,375",10,"11,6785714285714","5,125",Good,"122,65","30,9779041491496","24,7261904761905",No,"57,7160655183","266,635817514213",High_spent_Medium_value_payments,"493,340783634154",1
CUS_0x4f15,Reneeu,46,419-97-7180,Manager,"110375,04","9345,92",5,3,11,1,Not Specified,"3,125","8,16666666666667","10,37","3,125",Good,"1449,78","34,5233005982696","32,7083333333333",No,"83,0744021291963","357,346651865058",High_spent_Large_value_payments,"750,420946005746",2
CUS_0x4f16,Oreskovicz,41,978-05-7107,Accountant,"23692,52","2104,37666666667",5,3,8,0,,27,"13,3333333333333","12,315","0,625",Standard,"915,87","35,4468164996009","30,9583333333333",Yes,0,"118,060678535372",High_spent_Medium_value_payments,"358,626988131295",1
CUS_0x4f1a,A. Anathalakshmis,"43,875",380-53-7048,Entrepreneur,"7097,015","500,417916666667",10,9,22,7,"Not Specified, Home Equity Loan, Payday Loan, Student Loan, Payday Loan, Mortgage Loan, and Student Loan","52,75",23,"23,84",11,Bad,"3886,64","29,0211736036239","2,60714285714286",Yes,"34,0104586067101","31,687885740556",Low_spent_Small_value_payments,"270,593447319401",0
CUS_0x4f26,Maltezouz,45,676-59-1699,Media_Manager,"72200,76","5720,73",7,6,12,2,"Not Specified, and Auto Loan","22,25","20,5","7,61",4,Standard,"843,12","34,3136214154999","33,0476190476191",Yes,"65,7791767041792","232,602259150122",High_spent_Large_value_payments,"559,444966107174",1
CUS_0x4f28,Anthony Deutscht,"36,4285714285714",015-78-1852,Developer,"57293,49","4610,4575",8,7,34,7,"Student Loan, Personal Loan, Auto Loan, Auto Loan, Student Loan, Auto Loan, and Not Specified","36,75",19,"10,08",8,Bad,"1970,44","33,7359177001451","7,47222222222222",Yes,"309,611855330173","190,765946354629",High_spent_Large_value_payments,"272,212090012812",0
CUS_0x4f29,Sruthiu,37,332-04-0058,Journalist,"18431,8","1543,98333333333",7,5,4,4,"Student Loan, Not Specified, Not Specified, and Personal Loan","29,625","10,4285714285714","4,59","0,625",Good,"1405,43","32,0107049856488","29,2083333333333",No,"52,6900396563982","122,101455431652",Low_spent_Small_value_payments,"262,106838245284",0
CUS_0x4f2a,Margaretf,"39,625",807-03-5415,Engineer,"128305,76","10434,1466666667",0,"6,25",1,2,"Auto Loan, and Not Specified","5,625","5,5","9,365",5,Good,"1151,7","34,4812794845812","22,5119047619048",No,"196,587321165977","410,153904848453",High_spent_Large_value_payments,"694,173440652236",2
CUS_0x4f2e,Dinesh Naird,32,682-80-2933,Developer,"62031,06","5295,255",4,4,7,4,"Home Equity Loan, Personal Loan, Not Specified, and Not Specified","15,125","19,5714285714286","1,6375",2,Standard,"46,37","34,2944264742327","17,9583333333333",No,"160,207940936256","344,57244377452",High_spent_Large_value_payments,"318,262740694531",1
CUS_0x4f2f,Sineadr,"20,875",642-18-2647,Engineer,"49596,42","4334,035",6,9,24,7,"Payday Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Credit-Builder Loan",21,"17,6666666666667","25,6557142857143","10,875",Bad,"3254,22","30,9776456786271","8,21428571428571",Yes,"193,838665069664","125,02251568206",High_spent_Medium_value_payments,"329,103975050922",2
CUS_0x4f3,Jewkesj,18,273-47-7879,Doctor,"58477,59","5005,1325",10,8,19,6,"Mortgage Loan, Mortgage Loan, Mortgage Loan, Student Loan, Not Specified, and Debt Consolidation Loan",34,"13,875","26,44","7,75",Bad,"4896,77","31,4789030060544","2,125",Yes,"228,816104936702","174,960499199799",High_spent_Medium_value_payments,"334,300030685677",1
CUS_0x4f31,Edwardsg,"17,125",586-32-9609,Journalist,"54420,45","4607,11250338554",3,4,19,3,"Student Loan, Student Loan, and Home Equity Loan","15,625","20,125","12,5","7,875",Standard,"645,77","29,3212159640349","15,875",Yes,"176,67786538939","260,327392787506",High_spent_Large_value_payments,"350,292239283948",1
CUS_0x4f32,Andjarsario,51,916-10-7140,Musician,"32469,29","2738,77416666667",5,4,9,0,,"14,375","5,25","1,39","4,5",Good,"129,41","31,9954128068391","18,5972222222222",No,0,"95,2179068664519",High_spent_Medium_value_payments,"436,159509800215",2
CUS_0x4f34,Schnurrh,"31,875",735-06-5723,Teacher,"43442,97","3748,2475",8,8,26,7,"Debt Consolidation Loan, Auto Loan, Personal Loan, Debt Consolidation Loan, Auto Loan, Home Equity Loan, and Student Loan","54,375","20,875","4,7","13,25",Bad,"4225,97","29,1596770392119","1,5952380952381",Yes,"249,964163876069","112,181074148618",High_spent_Large_value_payments,"268,413624109962",0
CUS_0x4f3b,Karen Freifeldi,51,360-58-3081,Accountant,"44551,13","3539,59416666667",0,5,2,4,"Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan","5,75","3,5","5,925",0,Good,"945,42","35,357905184462","17,4583333333333",No,"127,759721111549","157,676645168326",High_spent_Medium_value_payments,"334,773050386792",0
CUS_0x4f3e,Beckfordz,"46,8571428571429",341-94-5301,Mechanic,"17766,93","1219,5775",5,6,11,1,Payday Loan,"14,375","0,25","9,435",2,Good,"195,48","32,2730698116712","30,4583333333333",No,"9,7127355629353","54,8999296284451",Low_spent_Small_value_payments,"328,59508480862",1
CUS_0x4f41,Miedemaf,"37,125",702-76-0398,Mechanic,"16398,56","1292,54666666667",10,6,25,5,"Payday Loan, Home Equity Loan, Personal Loan, Credit-Builder Loan, and Payday Loan","52,625","22,875","9,77","13,5",Bad,"4738,39","33,101710390401","6,875",Yes,"58,5628472230786","109,139700785525",Low_spent_Small_value_payments,"254,634301683544",0
CUS_0x4f43,Silvia Aloisir,34,282-99-1365,Doctor,7908,533,8,10,17,7,"Personal Loan, Not Specified, Mortgage Loan, Student Loan, Student Loan, Mortgage Loan, and Personal Loan","34,875","14,5","17,9","12,4285714285714",Bad,"3716,31","29,8327236344684","6,01666666666667",Yes,"30,306459807207","45,2158527447247",Low_spent_Small_value_payments,"263,015598096348",0
CUS_0x4f44,Shalal-Esar,"27,5",496-79-9955,Writer,"81320,88","6764,74",7,3,15,1,Auto Loan,14,"13,875","11,0542857142857",1,Standard,"520,44","35,4333307296313","15,5416666666667",No,"48,3531969603316","344,042231581667",Low_spent_Small_value_payments,"552,828571458002",1
CUS_0x4f49,Saikat Chatterjeez,"28,125",145-21-0380,Engineer,"13675,83","1282,6525",4,5,16,0,,"26,75","18,125","13,195",4,Standard,"568,81","32,331232454435","22,0238095238095",Yes,0,"68,6056664877358",High_spent_Small_value_payments,"324,378899149379",1
